id,municipalityId,categoryId,name,plainName,department,description,postalCode,address,phone,fax,email,contactFormUrl,officialUrl,openingHours,closedDays,reservationRequired,availableMethods,accessibility,languages,emergencyAlternative,sourceId,status,lastVerifiedAt
aichi-nagoya-public-assistance-8,aichi-nagoya,money,中区役所保健福祉センター福祉部民生子ども課,生活保護の相談・申請窓口,中区役所保健福祉センター福祉部民生子ども課,生活保護の相談・申請を受け付ける福祉事務所です。,,,052-265-2314,,,,https://www.pref.aichi.jp/soshiki/chiikifukushi/seikatuhogoseido.html,,,,電話・来所,,,,source-aichi-public-assistance,published,2026-07-26
aichi-nagoya-public-assistance-9,aichi-nagoya,money,昭和区役所保健福祉センター福祉部民生子ども課,生活保護の相談・申請窓口,昭和区役所保健福祉センター福祉部民生子ども課,生活保護の相談・申請を受け付ける福祉事務所です。,,,052-735-3896,,,,https://www.pref.aichi.jp/soshiki/chiikifukushi/seikatuhogoseido.html,,,,電話・来所,,,,source-aichi-public-assistance,published,2026-07-26
aichi-nagoya-self-reliance,aichi-nagoya,money,名古屋市仕事・暮らし自立サポートセンター名駅,生活困窮者自立相談支援窓口,名古屋市仕事・暮らし自立サポートセンター名駅,生活や仕事、家計などの困りごとを包括的に相談できる窓口です。,,名古屋市中村区名駅南一丁目５番１７号ネットプラザ柳橋ビル３階,052-446-7333,,sigoto.kurasi@support-nagoya.jp,,https://www.pref.aichi.jp/soshiki/chiikifukushi/seikatsukonkyu.html,,,,電話・来所・メール,,,,source-aichi-self-reliance-pdf,published,2026-07-26
aichi-nagoya-self-reliance-2,aichi-nagoya,money,名古屋市仕事・暮らし自立サポートセンター金山,生活困窮者自立相談支援窓口,名古屋市仕事・暮らし自立サポートセンター金山,生活や仕事、家計などの困りごとを包括的に相談できる窓口です。,,名古屋市熱田区新尾頭二丁目２番７号富春ビル４階,052-684-8131,,kanayama@support-nagoya.jp,,https://www.pref.aichi.jp/soshiki/chiikifukushi/seikatsukonkyu.html,,,,電話・来所・メール,,,,source-aichi-self-reliance-pdf,published,2026-07-26
aichi-nagoya-self-reliance-3,aichi-nagoya,money,名古屋市仕事・暮らし自立サポートセンター大曽根,生活困窮者自立相談支援窓口,名古屋市仕事・暮らし自立サポートセンター大曽根,生活や仕事、家計などの困りごとを包括的に相談できる窓口です。,,名古屋市北区大曽根四丁目１７番２３号イトーピア大曽根１階,052-508-9611,,shigoto.kurashi@oozone.jp,,https://www.pref.aichi.jp/soshiki/chiikifukushi/seikatsukonkyu.html,,,,電話・来所・メール,,,,source-aichi-self-reliance-pdf,published,2026-07-26
fukuoka-fukuoka-city-general,fukuoka-fukuoka,unknown,福岡市役所・役場,福岡市の代表案内,福岡市,担当窓口が分からない場合の自治体公式案内です。,,,,,,,https://www.city.fukuoka.lg.jp/,,,,電話・来所,,,,source-fukuoka-municipal-links,published,2026-07-27
fukuoka-fukuoka-housing-benefit,fukuoka-fukuoka,rent,福岡市生活自立支援センター・各区分室,住居確保給付金相談,福岡市生活自立支援センター・各区分室,住居確保給付金は、申請前に自立相談支援機関へ相談してください。,,福岡市内各相談窓口,0120-17-3456,,,,https://www.pref.fukuoka.lg.jp/contents/jyukyokakuho.html,,,,電話・来所,,,,source-fukuoka-housing-benefit,published,2026-07-27
fukuoka-fukuoka-public-assistance,fukuoka-fukuoka,money,福岡市各区福祉事務所,生活保護相談・申請,福岡市各区福祉事務所,生活保護の相談・申請を受け付ける福祉事務所です。,,福岡市内各区役所,,,,,https://www.pref.fukuoka.lg.jp/contents/itiranhyou.html,,,,電話・来所,,,,source-fukuoka-public-assistance,published,2026-07-27
fukuoka-fukuoka-self-reliance,fukuoka-fukuoka,housing,福岡市生活自立支援センター・各区分室,生活困窮者自立相談,福岡市生活自立支援センター・各区分室,生活や仕事などの困りごとを相談できる自立相談支援機関です。,,福岡市内各相談窓口,0120-17-3456,,,,https://www.pref.fukuoka.lg.jp/contents/seikatukonkyuusyajiritusiennseido.html,,,,電話・来所,,,,source-fukuoka-self-reliance,published,2026-07-27
sapporo-city-general,hokkaido-sapporo,unknown,札幌市役所,市役所の代表窓口,札幌市,担当窓口が分からない場合の代表窓口です。,060-8611,札幌市中央区北1条西2丁目,011-211-2111,,,,https://www.city.sapporo.jp/city/map/,8時45分～17時15分,土曜日・日曜日・祝日・12月29日～1月3日,,電話・来所,,,,source-sapporo-city-hall,published,2026-07-26
sapporo-housing-benefit,hokkaido-sapporo,rent,札幌市生活就労支援センター（ステップ）,住居確保給付金の相談・申請窓口,札幌市保健福祉局総務部保護課,離職や収入減少などで住まいを失った方や失うおそれがある方が住居確保給付金を相談できます。,060-0042,札幌市中央区大通西6丁目10番地 大通公園ビル7階,011-221-1766,,,,https://www.city.sapporo.jp/fukushi-guide/step.html,9時～17時,土曜日・日曜日・祝日・年末年始,,電話・来所,,,,source-sapporo-step,published,2026-07-26
sapporo-public-assistance,hokkaido-sapporo,money,各区役所の保護課,生活保護の相談・申請窓口,各区保健福祉部保護課,生活保護の相談と申請はお住まいの区の区役所保護課で受け付けます。,,お住まいの区の区役所,,,,,https://www.city.sapporo.jp/fukushi-guide/seikatuhogo.html,8時45分～17時15分（12時15分～13時を除く）,土曜日・日曜日・祝日・年末年始,,来所,,,,source-sapporo-public-assistance,published,2026-07-26
sapporo-self-reliance,hokkaido-sapporo,housing,札幌市生活就労支援センター（ステップ）,仕事・生活・住まいの相談窓口,札幌市保健福祉局総務部保護課,仕事や生活に困りごとを抱える方の相談を受け付け状況に応じた就労・生活支援を行います。,060-0042,札幌市中央区大通西6丁目10番地 大通公園ビル7階,011-221-1766,,,,https://www.city.sapporo.jp/fukushi-guide/step.html,9時～17時,土曜日・日曜日・祝日・年末年始,,電話・来所,,,,source-sapporo-step,published,2026-07-26
hyogo-kobe-city-general,hyogo-kobe,unknown,神戸市役所,市役所・町役場の代表窓口,神戸市,担当窓口が分からない場合の代表窓口です。,,,078-333-3330,,,,https://www.city.kobe.lg.jp/,,,,電話・来所,,,,source-hyogo-pref-municipal-offices,published,2026-07-26
hyogo-kobe-housing-01,hyogo-kobe,rent,くらし支援窓口（東灘）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（東灘）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市東灘区住吉東町5-2-1,078-841-4131,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-housing-02,hyogo-kobe,rent,くらし支援窓口（灘）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（灘）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市灘区桜口町4-2-1,078-843-7001,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-housing-03,hyogo-kobe,rent,くらし支援窓口（中央）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（中央）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市中央区東町115,078-335-7511,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-housing-04,hyogo-kobe,rent,くらし支援窓口（兵庫）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（兵庫）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市兵庫区荒田町1-21-1,078-511-2111,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-housing-05,hyogo-kobe,rent,くらし支援窓口（北）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（北）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市北区鈴蘭台北町1-9-1,078-593-1111,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-housing-06,hyogo-kobe,rent,くらし支援窓口（北神）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（北神）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市北区藤原台中町1-2-1 北神中央ビル2階,078-981-5377,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-housing-07,hyogo-kobe,rent,くらし支援窓口（長田）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（長田）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市長田区北町3丁目4番地の3,078-579-2311,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-housing-08,hyogo-kobe,rent,くらし支援窓口（須磨）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（須磨）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市須磨区大黒町4丁目1番1号,078-731-4341,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-housing-09,hyogo-kobe,rent,くらし支援窓口（北須磨）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（北須磨）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市須磨区中落合2丁目2番5号 名谷センタービル5階,078-793-1806,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-housing-10,hyogo-kobe,rent,くらし支援窓口（垂水）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（垂水）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市垂水区日向1丁目5番1号,078-708-5151,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-housing-11,hyogo-kobe,rent,くらし支援窓口（西）（住居確保給付金）,住居確保給付金の相談窓口,くらし支援窓口（西）,住居確保給付金の相談を受け付ける自立相談支援機関です。,,神戸市西区糀台5丁目4-1,078-940-9501,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-public-01,hyogo-kobe,money,福祉局くらし支援課,生活保護の相談・申請窓口,福祉局くらし支援課,生活保護の相談・申請を受け付ける福祉事務所等です。,650-8570,神戸市中央区加納町6-5-1,078-331-8181,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-02,hyogo-kobe,money,東灘区役所(保健福祉部),生活保護の相談・申請窓口,東灘区役所(保健福祉部),生活保護の相談・申請を受け付ける福祉事務所等です。,658-8570,神戸市東灘区住吉東町5-2-1,078-841-4131,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-03,hyogo-kobe,money,灘区役所(保健福祉部),生活保護の相談・申請窓口,灘区役所(保健福祉部),生活保護の相談・申請を受け付ける福祉事務所等です。,657-8570,神戸市灘区桜口町4-2-1,078-843-7001,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-04,hyogo-kobe,money,中央区役所(保健福祉部),生活保護の相談・申請窓口,中央区役所(保健福祉部),生活保護の相談・申請を受け付ける福祉事務所等です。,651-8570,神戸市中央区東町115,078-232-4411,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-05,hyogo-kobe,money,兵庫区役所(保健福祉部),生活保護の相談・申請窓口,兵庫区役所(保健福祉部),生活保護の相談・申請を受け付ける福祉事務所等です。,652-8570,神戸市兵庫区荒田町1-21-1,078-511-2111,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-06,hyogo-kobe,money,北区役所(保健福祉部),生活保護の相談・申請窓口,北区役所(保健福祉部),生活保護の相談・申請を受け付ける福祉事務所等です。,651-1195,神戸市北区鈴蘭台北町1-9-1,078-593-1111,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-07,hyogo-kobe,money,北神区役所保健福祉課,生活保護の相談・申請窓口,北神区役所保健福祉課,生活保護の相談・申請を受け付ける福祉事務所等です。,651-1302,神戸市北区藤原台中町1-2-1 北神中央ビル2階,078-981-5377,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-08,hyogo-kobe,money,長田区役所(保健福祉部),生活保護の相談・申請窓口,長田区役所(保健福祉部),生活保護の相談・申請を受け付ける福祉事務所等です。,653-8570,神戸市長田区北町3-4-3,078-579-2311,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-09,hyogo-kobe,money,須磨区役所(保健福祉部),生活保護の相談・申請窓口,須磨区役所(保健福祉部),生活保護の相談・申請を受け付ける福祉事務所等です。,654-8570,神戸市須磨区大黒町4-1-1,078-731-4341,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-10,hyogo-kobe,money,須磨区北須磨支所保健福祉課,生活保護の相談・申請窓口,須磨区北須磨支所保健福祉課,生活保護の相談・申請を受け付ける福祉事務所等です。,654-0154,神戸市須磨区中落合2-2-6,078-793-1212,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-11,hyogo-kobe,money,垂水区役所(保健福祉部),生活保護の相談・申請窓口,垂水区役所(保健福祉部),生活保護の相談・申請を受け付ける福祉事務所等です。,655-8570,神戸市垂水区日向1-5-1,078-708-5151,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-public-12,hyogo-kobe,money,西区役所(保健福祉部),生活保護の相談・申請窓口,西区役所(保健福祉部),生活保護の相談・申請を受け付ける福祉事務所等です。,651-2295,神戸市西区糀台5-4-1,078-940-9501,,,,https://web.pref.hyogo.lg.jp/kf03/hw16_000000042.html,,,,電話・来所,,,,source-hyogo-pref-public-assistance,published,2026-07-26
hyogo-kobe-self-reliance-01,hyogo-kobe,money,くらし支援窓口（東灘）,生活困窮者自立相談支援窓口,くらし支援窓口（東灘）,仕事・家計・住まいなど生活上の困りごとを相談できます。,,神戸市東灘区住吉東町5-2-1,078-841-4131,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-self-reliance-02,hyogo-kobe,money,くらし支援窓口（灘）,生活困窮者自立相談支援窓口,くらし支援窓口（灘）,仕事・家計・住まいなど生活上の困りごとを相談できます。,,神戸市灘区桜口町4-2-1,078-843-7001,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-self-reliance-03,hyogo-kobe,money,くらし支援窓口（中央）,生活困窮者自立相談支援窓口,くらし支援窓口（中央）,仕事・家計・住まいなど生活上の困りごとを相談できます。,,神戸市中央区東町115,078-335-7511,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-self-reliance-04,hyogo-kobe,money,くらし支援窓口（兵庫）,生活困窮者自立相談支援窓口,くらし支援窓口（兵庫）,仕事・家計・住まいなど生活上の困りごとを相談できます。,,神戸市兵庫区荒田町1-21-1,078-511-2111,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-self-reliance-05,hyogo-kobe,money,くらし支援窓口（北）,生活困窮者自立相談支援窓口,くらし支援窓口（北）,仕事・家計・住まいなど生活上の困りごとを相談できます。,,神戸市北区鈴蘭台北町1-9-1,078-593-1111,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-self-reliance-06,hyogo-kobe,money,くらし支援窓口（北神）,生活困窮者自立相談支援窓口,くらし支援窓口（北神）,仕事・家計・住まいなど生活上の困りごとを相談できます。,,神戸市北区藤原台中町1-2-1 北神中央ビル2階,078-981-5377,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
hyogo-kobe-self-reliance-07,hyogo-kobe,money,くらし支援窓口（長田）,生活困窮者自立相談支援窓口,くらし支援窓口（長田）,仕事・家計・住まいなど生活上の困りごとを相談できます。,,神戸市長田区北町3丁目4番地の3,078-579-2311,,,,https://web.pref.hyogo.lg.jp/kf03/seikatsukonkyu.html,,,,電話・来所,,,,source-hyogo-pref-self-reliance-2026,published,2026-07-26
